9839150	0
837011	1
482068	2
55828609	3
731699	4
56076824	5
56053761	6
55753074	7
273852	8
55839309	9
55830879	10
811317	11
462682	12
38470	13
849767	14
55813825	15
55834221	16
587452	17
467138	18
5274463	19
56075198	20
226940	21
59713	22
395319	23
100751	24
56074292	25
814799	26
56031948	27
55851960	28
55864078	29
55791040	30
4676981	31
567781	32
19807	33
201997	34
215298	35
56045220	36
55843346	37
55746100	38
575878	39
14603806	40
55810561	41
3766905	42
800000275	43
4453195	44
295217	45
56060827	46
4972798	47
196681	48
55864729	49
3670767	50
40593754	51
55856828	52
56091865	53
3882906	54
422046	55
865658	56
51254	57
551223	58
15606799	59
56067119	60
56030276	61
856590	62
55805128	63
55781633	64
55759687	65
371766	66
55837317	67
505823	68
55805514	69
461455	70
583972	71
538677	72
9783056	73
5760773	74
256899	75
5763256	76
55805968	77
820615	78
9623140	79
793320	80
434334	81
56065404	82
41668140	83
207276	84
9574434	85
372195	86
265141	87
56088627	88
5417645	89
656259	90
651877	91
194057	92
9659385	93
800002416	94
56071944	95
56085559	96
5766181	97
80329	98
55820686	99
55735088	100
4940013	101
399444	102
150106	103
225726	104
239251	105
56047598	106
9785456	107
559274	108
710518	109
245920	110
281342	111
55784703	112
37613366	113
278451	114
856176	115
85521	116
3842405	117
55882402	118
860058	119
55762942	120
795498	121
4143893	122
306089	123
376242	124
56090179	125
9578853	126
821361	127
56087255	128
525973	129
174418	130
55823279	131
421336	132
765475	133
56052741	134
55823161	135
5379964	136
55814724	137
365925	138
426159	139
55747394	140
55813042	141
9591674	142
1355034	143
55749078	144
56025355	145
55918066	146
269601	147
56100864	148
55821001	149
55820999	150
5407719	151
56058952	152
5112601	153
659098	154
56081198	155
370463	156
102176	157
9779971	158
378551	159
9756209	160
55862202	161
642271	162
756819	163
56081674	164
671815	165
55766407	166
55761759	167
654451	168
70963	169
596333	170
14531292	171
55837193	172
735029	173
55825008	174
299843	175
55837103	176
582009	177
56035115	178
55718331	179
55816829	180
729033	181
4703327	182
548043	183
56055924	184
4566337	185
14781406	186
56089552	187
101846	188
3325016	189
95542	190
55817145	191
5332948	192
478349	193
6091567	194
33384232	195
231493	196
9741146	197
55765807	198
446105	199
55770974	200
55831920	201
55836944	202
41391850	203
97938	204
56026982	205
55823521	206
9740260	207
55810449	208
68213	209
687073	210
643902	211
56053496	212
621464	213
548250	214
29997	215
56069871	216
54256	217
387945	218
369630	219
311498	220
462920	221
4914740	222
10533800	223
4807375	224
711656	225
5825643	226
55785640	227
3805838	228
159949	229
55764116	230
56067045	231
169130	232
462264	233
5415656	234
702732	235
504667	236
94064	237
548207	238
9806469	239
779386	240
55783337	241
5071050	242
15937412	243
453834	244
468111	245
9542560	246
5870460	247
55850230	248
805707	249
55801163	250
55759282	251
1772448	252
604125	253
33398805	254
5862281	255
56026985	256
56104134	257
9782139	258
41555353	259
231408	260
9898357	261
4421564	262
418088	263
55845503	264
291253	265
41519771	266
4243475	267
55818291	268
579933	269
800002515	270
3321834	271
82751	272
55755303	273
55752542	274
138178	275
55828649	276
56076435	277
56092426	278
41405478	279
56090315	280
55815472	281
5637311	282
55817531	283
56080814	284
56055956	285
265289	286
676421	287
10307891	288
55750139	289
275471	290
55773072	291
55814521	292
55812402	293
55737904	294
401935	295
55762469	296
5346736	297
60622	298
55775509	299
55768618	300
55825325	301
55815453	302
41407700	303
26594	304
4610803	305
553182	306
56093677	307
55718732	308
56058179	309
56060724	310
9781791	311
524179	312
55845982	313
55816034	314
36114897	315
3822823	316
247380	317
142671	318
655894	319
55763468	320
56073721	321
56092973	322
56041553	323
54469	324
800001235	325
85464	326
149705	327
135657	328
3697667	329
49644	330
40557905	331
679512	332
292093	333
55863897	334
660539	335
55717866	336
6083597	337
674824	338
9566265	339
5179553	340
800000363	341
55849537	342
225139	343
261197	344
9779024	345
5472652	346
535436	347
96609	348
67836	349
56065085	350
843062	351
6116947	352
4579399	353
117458	354
218618	355
55742253	356
799457	357
174840	358
55755394	359
596814	360
55717769	361
548214	362
761472	363
33407909	364
102019	365
55751088	366
55786139	367
78011	368
153248	369
70711	370
842759	371
55757636	372
5867300	373
48300	374
28613	375
727054	376
3429363	377
113385	378
41406536	379
35066	380
206592	381
70868	382
3514003	383
9541899	384
101238	385
373488	386
80799	387
55761470	388
55807396	389
214235	390
64320	391
9756150	392
664785	393
9789114	394
97297	395
127160	396
55807334	397
41384177	398
56059338	399
55747201	400
56051821	401
9783385	402
55805314	403
42836	404
24099930	405
55838938	406
9781575	407
3322775	408
189231	409
49600	410
372092	411
9779627	412
380656	413
96007	414
37763	415
5265732	416
4362620	417
34863	418
437020	419
55830043	420
426981	421
49341	422
56061945	423
856042	424
365784	425
5405856	426
85500	427
5872367	428
55743843	429
55759614	430
55738264	431
31662	432
9497131	433
5201231	434
594165	435
366654	436
55770840	437
246691	438
818515	439
95317	440
449545	441
262213	442
3789510	443
9796391	444
56054321	445
55872141	446
56077540	447
56045392	448
56088487	449
5243041	450
56028615	451
92540	452
55863542	453
281546	454
233853	455
15920933	456
47136	457
842711	458
3326758	459
713263	460
672754	461
94604	462
5980236	463
55744229	464
5655069	465
55789791	466
186665	467
851878	468
5639799	469
55117	470
867167	471
5980267	472
55765685	473
9588529	474
368970	475
732787	476
56058923	477
372737	478
56073363	479
9823232	480
56093705	481
669489	482
56049184	483
9778193	484
55846410	485
56064469	486
55736387	487
85963	488
55771615	489
137010	490
269842	491
9615	492
